149.27,0,210959,1427967000
149.97,0,141289,1427967900
150.381,0,150116,1427968800
150.05,0,105096,1427969700
149.97,0,114752,1427970600
150.1147,0,72667,1427971500
150.06,0,57741,1427972400
150.03,0,67549,1427973300
150,0,87035,1427974200
149.87,0,85839,1427975100
149.58,0,98203,1427976000
149.59,0,40233,1427976900
149.51,0,104147,1427977800
149.27,0,38704,1427978700
149.445,0,39510,1427979600
149.44,0,109295,1427980500
149.48,0,41316,1427981400
149.5,0,36708,1427982300
149.55,0,67628,1427983200
149.71,0,45019,1427984100
149.42,0,51295,1427985000
149.3436,0,111393,1427985900
149.38,0,83560,1427986800
149.57,0,57055,1427987700
149.52,0,90534,1427988600
149.28,0,243666,1427989500
149.38,0,330404,1428312600
149.86,0,165416,1428313500
149.81,0,133210,1428314400
150.49,0,199936,1428315300
150.32,0,108256,1428316200
150.31,0,100823,1428317100
150.29,0,88959,1428318000
150.2864,0,140869,1428318900
150.35,0,42705,1428319800
150.46,0,62305,1428320700
150.395,0,86166,1428321600
150.58,0,75830,1428322500
150.43,0,78722,1428323400
150.7596,0,54395,1428324300
150.86,0,36371,1428325200
151.04,0,51620,1428326100
150.93,0,43298,1428327000
151.14,0,43577,1428327900
151.11,0,48411,1428328800
151.34,0,77753,1428329700
151.21,0,70341,1428330600
151.28,0,59344,1428331500
151.22,0,107019,1428332400
151.16,0,84287,1428333300
151.21,0,106198,1428334200
150.91,0,187132,1428335100
152.43,0.01,370276,1428414668026
152.24,0.0087,533787,1428415568705
152.57,0.0109,714962,1428416469444
153.09,0.0143,1091890,1428417370237
153.23,0.0152,1278605,1428418271042
153.34,0.016,1440796,1428419172531
152.98,0.013600000000000001,1677970,1428420073332
153.0,0.0137,1822482,1428420974161
153.0,0.0137,1903948,1428421874981
153.02,0.0138,1965675,1428422775794
153.0,0.0137,2047456,1428423676484
153.01,0.0138,2127274,1428424577160
152.62,0.011200000000000002,2206447,1428425477834
152.7,0.011699999999999999,2281621,1428426378754
152.9,0.0131,2364210,1428427280683
153.0,0.0137,2456829,1428428181592
152.9,0.013000000000000001,2722787,1428429082328
152.95,0.0134,2846583,1428429983025
152.77,0.012199999999999999,2950666,1428430883855
152.9,0.0131,3047094,1428431784541